@relation training

@attribute Text string
@attribute class-att {HR,FICO,LOG}

@data
"Im SAP JPL gibt es die Transaktion „ZDEPT_RPUAUD00 - Protokollierte Änderungen in den Dat“ – ist es möglich, dass der IT700 mit in die Auswertung aufgenommen wi Im SAP JPL gibt es die Transaktion „ZDEPT_RPUAUD00 - Protokollierte Änderungen in den Dat“ – ist es möglich, dass der IT700 mit in die Auswertung aufgenommen wird? Aktuell werden mir keine Daten ausgeworfen. Das würde mir bei der Suche nach der Ursache von Fehlern helfen, denn hier kann ich Änderungen nachvollziehen.",HR
"please remove BS-AVI 0078579042/00500148 in PEU_100, transaktion MD04 please remove BS-AVI 0078579042/00500148 in PEU_100, transaktion MD04 screenshot a, black item should be removed screenshot b, name of transaktion screenshot material nummer, previous step screenshot d, the error message, Handling units can also user remove",LOG
"JITK for Toyota GB variant - Error message - Scheduling agreement 0031006931 item 000040: open qty                                               0.000 less than JITK for Toyota GB variant - Error message - Scheduling agreement 0031006931 item 000040: open qty                                               0.000 less than delivery qty                                             1.000",LOG
"Die Transaktion JITM (JIT-Abruf-Monitor für Kunden-Abrufe) scheint bei einem voreingestellten Zeit-Rahmen JIT-Abrufe zu unterschlagen. Diese werden wieder sicht Die Transaktion JITM (JIT-Abruf-Monitor für Kunden-Abrufe) scheint bei einem voreingestellten Zeit-Rahmen JIT-Abrufe zu unterschlagen. Diese werden wieder sichtbar, wenn keine Zeiteinschränkung in der Vorselektion vorgenommen wird. Udo Arnold ist informiert und hat auch Screenshots vorliegen.",LOG
"Transaction FEBA behaves differently. Expected result PEU 1&2 screenshots, but getting PEU 3&4. Screenshots 1&2 taken from colleague where FEBA transactions wor Transaction FEBA behaves differently. Expected result PEU 1&2 screenshots, but getting PEU 3&4. Screenshots 1&2 taken from colleague where FEBA transactions works normally. Please help with settings",FICO
"Rechnungskürzungsvorgang Buchungskreise 1236 und 1061 im Readsoft (PEU) nicht möglichBeschreibung in den og Buchungskreisen ist es bislang nicht möglich den  Rechnungskürzungsvorgang Buchungskreise 1236 und 1061 im Readsoft (PEU) nicht möglich  Beschreibung  in den og Buchungskreisen ist es bislang nicht möglich den Rechnungskürzungsprozess durchzuführen (Abspringen in SAP und dort die Rechnung kürzen) um eine Rechnungskürzungsmitteilung automatisch erstellt. Btte für diese Buchungskreise die Funktion ebenso ermöglichen.",FICO
"Belegnummernlücken - rote Ampel im arvato:Der Beleg Nr. 60038450 wurde nicht durchgebucht; die Verbuchung wurde abgebrochen.Um den Sachverhalt bearbeiten zu  Belegnummernlücken - rote Ampel im arvato:  Der Beleg Nr. 60038450 wurde nicht durchgebucht; die Verbuchung wurde abgebrochen. Um den Sachverhalt bearbeiten zu können, benötige ich Informationen, welche mir der report S_ALR_87101004 liefern soll. Dieser Report liefert mir aber nur das Ergebnis, dass es in 2019 keine abgebrochenen Buchungen existieren.",FICO
"aMIC: Kontrolle doppelt gebuchte Rechnungen (neuer Zeitraumsparameter)Funktion AMIC_FI_00031, Funktionsbaustein /ASS/AMIC_FI_DOPPELBUCH3  Es gibt aktuell di aMIC: Kontrolle doppelt gebuchte Rechnungen (neuer Zeitraumsparameter)  Funktion AMIC_FI_00031, Funktionsbaustein /ASS/AMIC_FI_DOPPELBUCH3    Es gibt aktuell diese möglichen Prüfzeiträume: Bitte bei arvato nachfragen, ob sie einen weiteren Parameter zur Verfügung stellen könnten: -5 = Vorjahr bis aktueller Monat  Also ähnlich wie -3 (aktuelles Jahr vom 01.01.) nur zusätzlich das Vorjahr.   Beispiel: aktuelles Datum 12.12.2018 Prüfzeitraum: 01.01.2017 - 12.12.2018 aktuelles Datum 15.01.2019 Prüfzeitraum: 01.01.2018 - 15.01.2019  Falls nicht (kostenfrei) lieferbar durch Arvato, bitte die Funktion kopieren und anpassen. Siehe auch Mails an Kersten Lenz (12.12.2018 und 06.06.2019)",FICO
"aMIC: Kontrolle Abgleich AM/FI (Neuer Parameter  BewBereich , anstatt fest codiert)Funktion ZAMIC_BAT_00008, Funktionsbaustein Z_AMIC_AM_EQ_FIÜber die Param aMIC: Kontrolle Abgleich AM/FI (Neuer Parameter  BewBereich , anstatt fest codiert)  Funktion ZAMIC_BAT_00008, Funktionsbaustein Z_AMIC_AM_EQ_FI  Über die Parameter kann man leider nicht den Bewertungsbereich der abgestimmt werden soll selektieren.  Er ist direkt im Coding hinterlegt (siehe Anhang). So kann man die Kontrolle nicht für den Bereich 01 (local GAAP) nutzen. Und die Funktion ist damit auch nicht für die anderen GB's nutzbar.  Bitte einen zusätzlichen Parameter für  Bewertungsbereich  aufnehmen.",FICO
"For plant 0727, have to revise Time adminastrator 27J to  Ye jun. User ID : yejun For plant 0727, have to revise Time adminastrator 27J to  Ye jun. User ID : yejun",HR
"Zieht man eine ZMM60 für die zu erwartenden Coils im Werk Talle, so tauchen 3 offene Positionen zur Lieferung aus 2008 und 2011 auf, die ich nicht bereinigen ka Zieht man eine ZMM60 für die zu erwartenden Coils im Werk Talle, so tauchen 3 offene Positionen zur Lieferung aus 2008 und 2011 auf, die ich nicht bereinigen kann. Weitere Informationen siehe beigefügte Hardcopy. Ich habe keine Idee, wie diese Positionen eiliminiert werden können. Mit der Bitte um Prüfung, vielen Dank!",LOG
"In SAP (PEU) -- Transaction  /Cockpit/1There is a field call  Unplanned costs  (screenshot attached). The costs indicated there has to be posted in account 160 In SAP (PEU) -- Transaction  /Cockpit/1 There is a field call  Unplanned costs  (screenshot attached). The costs indicated there has to be posted in account 16070000 Now they are posted in another wrong account",FICO
"delete ESS request Hello, Please delete request in ESS from PN 702357, user ZIDLICK. He chose wrong superior by mistake and can't delete the request by himself - please see the attachment with error message.  The request was for 15. - 17.7.2019 and was sent to Jirasek Jiri PN 580419 instead of Jirasek Jiri PN 702886.  Thank you, best regards  Martina Albrechtova",HR
"Supplier changed name but the old name still shows in the delivery schedule SAP system: PEU_100 User called and said that one supplier changed their company name and all changes were made accordingly in the SAP system, everything is correct but only the delivery schedule (Lieferplan) still shows the old name (Neotiss SAS) and number (2072477). The correct, new name should be Neotiss France SAS and number 2128311.",LOG
"SAP issue - the invoices are not displaying please check the attached screenshot. the invoices are not showing. can you please help us what can be the reason? Thank you",FICO
"Bitte am 15.07.2019 die Daten für das Planning Year 2019 Verison 001 aus den Preistabellen des Budgets für PAM, PAP, PEU löschen.  PT02 Bitte am 15.07.2019 die Daten für das Planning Year 2019 Verison 001 aus den Preistabellen des Budgets für PAM, PAP, PEU löschen.  PT02",LOG
"Der Forecast Horizont wird wie dem Anhang zu entnehmen nicht richtig ermittelt. Der Forecast Horizont wird wie dem Anhang zu entnehmen nicht richtig ermittelt.",LOG
"View Creation Hello Marleen,  As we just spoke, could you create again the view for the table ZHRBR_KIT_IF0007? I had to change some data elements.  Request:  JELK992940  Tks,  Marcelo.",HR
"payroll schema problem! Hello, we have some problem with payroll schema in HU and it's urgent problem. Could you please check it? Printscreen of error attached.  Hi Martina,  Please help us with this schema error in the productive system. In JEL and JQL there is no error when running the payroll program RPCALCH0 with schema H000!  Best regards, Béla. ",HR
"The transaction FAGLL03, doesn't bring all the selected columns information. As you can see in the attachement there is no information on the columns Vendor, Pu The transaction FAGLL03, doesn't bring all the selected columns information. As you can see in the attachement there is no information on the columns Vendor, Purchansing Document and Purchasing Item, this is important to expenses controll so we can see the detail of each line the expenses. As comparinson we used to use the KE5Z transaction (deactivated on July 3rd). We were informed that this TC (FAGLL03) was suppose to substitute the KE5Z, but it doesn't have the same functionality yet.",FICO
"The company code 1245 has documents gap as below screen shot shown,that comes from the Tcode MRKO with DC600114074/600114076/600114078/600114081. The company code 1245 has documents gap as below screen shot shown,that comes from the Tcode MRKO with DC600114074/600114076/600114078/600114081.",FICO
"The company code 1233 has documents gap as below csreen shot shown,that comes from the t-code MRKO with DC.60026657/60026664/60026671,FPS required us to create  The company code 1233 has documents gap as below csreen shot shown,that comes from the t-code MRKO with DC.60026657/60026664/60026671,FPS required us to create INCIDENT to check",FICO
"EBP - WebShop in Catalog not showing The Sonepar WEB-Shop, when trying to open, doesn't load the page of the shop, it is blank and there is just an option to go back. It was working in the past for the user normally. Tried to open the other WEB-Shops and they were able to load. Also tried to open it in another browser, but only the Sonepar is not loading. User also tried to contact Sonepar, but he was told that everything should be alright from their side. Please see attached screenshots. Please support. Thank you.",LOG
"Einkaufswagen wird nicht zum Genehmiger weitergeleitet. Einkaufswagen wird nicht zum Genehmiger weitergeleitet.",LOG
"We have checked with local IT and warehouse, but no one knows why the documents gaps happened.Maybe it caused by useing these T-CODE: MFBF?MB1B. We have checked with local IT and warehouse, but no one knows why the documents gaps happened.Maybe it caused by useing these T-CODE: MFBF?MB1B.",FICO
"Im BW Analysis stimmen die Werte im AE zwischen CO und SD Auswertungen teilweise nicht überein.Für den Kunden Magna (104776) sind in den CO Auswertungen (CO-01 Im BW Analysis stimmen die Werte im AE zwischen CO und SD Auswertungen teilweise nicht überein. Für den Kunden Magna (104776) sind in den CO Auswertungen (CO-012 und CO-010) der Wert EUR/to für AE August 2019 zu hoch (2481 EUR/to). In der SD Auswertung (SC-132) liegt der Erlös EUR/to bei ca. 1.100 EUR/to. Dadurch wird entsprechend die AE Rendite unerklärbar hoch. Mit der Bitte um Prüfung.",FICO
"Wrong derivation of Functional Area because of change in substitution Wrong derivation of Functional Area because of change in substitution",FICO
"Hallo Alex (Frau Dorth),bitte für den Debitor 5009364 die Nachrichtensteuerung (Rechnungsversand) auf EMail umstellen:SAP/PEU/ GB: DE01;DE02/ Fakturaart: ZG1; Hallo Alex (Frau Dorth), bitte für den Debitor 5009364 die Nachrichtensteuerung (Rechnungsversand) auf EMail umstellen: SAP/PEU/ GB: DE01;DE02/ Fakturaart: ZF1;ZF2 EMail: 0200.invoice@oberaigner.com",LOG
"aMIC control 1050_CO_P_00024 shows wrong result  in PAP - ZAMIC_BAT_00009  /  Z_AMIC_PCA_VS_FI_RES  the check shows red lights which is ok, but the result in t aMIC control 1050_CO_P_00024 shows wrong result  in PAP - ZAMIC_BAT_00009  /  Z_AMIC_PCA_VS_FI_RES   the check shows red lights which is ok, but the result in thousand (PCA and F) show a zero value which is not correct for details see attachment",FICO
"aMIC control 1246_CO_P_00024 shows wrong result in PAP - ZAMIC_BAT_00009 / Z_AMIC_PCA_VS_FI_RES The check shows red lights which is not ok, as the FI result in aMIC control 1246_CO_P_00024 shows wrong result in PAP - ZAMIC_BAT_00009 / Z_AMIC_PCA_VS_FI_RES  The check shows red lights which is not ok, as the FI result in thousand (FI) is not displayed correctly (rounding problem?)  for details see attachment",FICO
"172.29.202.29 Wrong approver in ESS for the user. Correct should be Bernd Lueckfeldt, now is wrong name of Werner Gaisa. Please fix it. Thank you.  172.29.202.29 Wrong approver in ESS correct should be Bernd Lueckfeldt, now is wrong name of Werner Gaisa please fix it. Thank you. ",HR
"SAP SP9 ZABI Message cant be printed SAP SP9 ZABI Message cant be printed Printer name: P-ST-SNH-00089 IP: 172.25.65.186 No error message multiple users are affected ",LOG
"HU - program dump in JQL/JPL_ PC00_M21_RPCNMJH0  Dear colleagues,  Can you please help the HU consultant to solve the problem with program's dump? Please see his description:  Please help us in solving the program dump in JPL and JQL when running the  PC00_M21_RPCNMJH0 transaction. The program dump is caused by missing fields in PC00_M21_RPCNMJH0 structure.  This transaction woks fine in JEL.  Thank you, Klara Trminkova ",HR
"SAP PEU - Lieferung Error message SAP PEU - Lieferung Error message - Banf 91823746 Position 00010 ist nicht fuer Bestellung freigegeben",LOG
"'--- BITTE AN CIT HR Routen ---Zugang im HZP100 für Confidential Contract benötigt.Wie in Absprache mit CIT HR Application. --- BITTE AN CIT HR Routen ---  Zugang im HZP100 für Confidential Contract benötigt. Wie in Absprache mit CIT HR Application.",HR
